match_id,mqi_score,mqi_tier,mqi_explanation,primary_drag,comp_competitiveness,comp_skill_balance,comp_quit_penalty,comp_comeback_factor,skill_gap,normalized_skill_gap,score_diff_abs,match_competitiveness,comeback_flag,home_win,home_goals,away_goals,time_bucket,day_of_week,is_weekend
1,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,0,9,6,morning,Tuesday,0
5706,71.19,Good,MQI: 71.2 (Good) | Competitiveness: 59 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,7,0.5882352941176471,0,1,10,3,evening,Tuesday,0
5707,70.17,Good,MQI: 70.2 (Good) | Competitiveness: 47 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,9,0.4705882352941176,0,0,12,3,afternoon,Wednesday,0
5708,78.43,Good,MQI: 78.4 (Good) | Competitiveness: 65 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,100.0,100,15.0,0.0,0.0,6,0.6470588235294117,0,1,8,2,evening,Thursday,0
5709,74.58,Good,MQI: 74.6 (Good) | Competitiveness: 65 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,6,0.6470588235294117,0,1,7,1,night,Friday,0
5710,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,1,9,6,afternoon,Saturday,1
5711,73.11,Good,MQI: 73.1 (Good) | Competitiveness: 59 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,84.61538461538464,100,15.0,0.3999999999999994,0.1538461538461536,7,0.5882352941176471,0,1,17,10,night,Sunday,1
5712,68.81,Good,MQI: 68.8 (Good) | Competitiveness: 65 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,61.53846153846154,100,15.0,1.0,0.3846153846153845,6,0.6470588235294117,0,0,1,7,evening,Monday,0
5713,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,0,9,7,night,Tuesday,0
5714,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.61538461538464,100,40.0,0.3999999999999994,0.1538461538461536,2,0.8823529411764706,0,0,5,3,night,Wednesday,0
5715,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,6,4,afternoon,Thursday,0
5716,73.68,Good,MQI: 73.7 (Good) | Competitiveness: 76 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,4,0.7647058823529411,0,1,8,4,afternoon,Friday,0
5717,64.4,Average,MQI: 64.4 (Average) | Competitiveness: 47 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,61.53846153846154,100,15.0,1.0,0.3846153846153845,9,0.4705882352941176,0,1,10,1,night,Saturday,1
5718,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,1,8,5,afternoon,Sunday,1
5719,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,1,7,5,afternoon,Monday,0
5720,65.87,Good,MQI: 65.9 (Good) | Competitiveness: 53 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,52.94117647058824,61.53846153846154,100,15.0,1.0,0.3846153846153845,8,0.5294117647058824,0,0,2,10,afternoon,Tuesday,0
5721,92.43,Elite,MQI: 92.4 (Elite) | Competitiveness: 94 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Skill Balance,Skill Balance,94.11764705882352,84.6153846153846,100,85.0,0.4000000000000003,0.1538461538461539,1,0.9411764705882352,1,0,5,4,afternoon,Wednesday,0
5722,79.9,Good,MQI: 79.9 (Good) | Competitiveness: 71 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,100.0,100,15.0,0.0,0.0,5,0.7058823529411764,0,1,11,6,morning,Thursday,0
5723,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,1,9,8,morning,Friday,0
5724,77.52,Good,MQI: 77.5 (Good) | Competitiveness: 76 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,4,0.7647058823529411,0,1,8,4,evening,Saturday,1
5725,61.01,Average,MQI: 61.0 (Average) | Competitiveness: 41 | Skill Balance: 54 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,41.17647058823529,53.846153846153875,100,15.0,1.1999999999999993,0.4615384615384612,10,0.4117647058823529,0,1,16,6,afternoon,Sunday,1
5726,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,0,3,4,evening,Monday,0
5727,91.42,Elite,MQI: 91.4 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Competitiveness,Competitiveness,82.35294117647058,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,1,1,5,8,morning,Tuesday,0
5728,78.99,Good,MQI: 79.0 (Good) | Competitiveness: 82 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,3,0.8235294117647058,0,0,6,9,afternoon,Wednesday,0
5729,73.22,Good,MQI: 73.2 (Good) | Competitiveness: 82 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,61.53846153846154,100,15.0,1.0,0.3846153846153845,3,0.8235294117647058,0,1,7,4,morning,Thursday,0
5730,68.25,Good,MQI: 68.2 (Good) | Competitiveness: 47 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,9,0.4705882352941176,0,1,16,7,night,Friday,0
5731,96.28,Elite,MQI: 96.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,85.0,0.0,0.0,1,0.9411764705882352,1,0,5,6,afternoon,Saturday,1
5732,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,0,11,9,night,Sunday,1
5733,69.26,Good,MQI: 69.3 (Good) | Competitiveness: 59 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,7,0.5882352941176471,0,0,6,13,evening,Monday,0
5734,62.93,Average,MQI: 62.9 (Average) | Competitiveness: 41 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,41.17647058823529,61.53846153846154,100,15.0,1.0,0.3846153846153845,10,0.4117647058823529,0,0,0,10,evening,Tuesday,0
5735,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,1,11,9,night,Wednesday,0
5736,77.97,Good,MQI: 78.0 (Good) | Competitiveness: 71 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,5,0.7058823529411764,0,0,4,9,night,Thursday,0
5737,75.15,Good,MQI: 75.2 (Good) | Competitiveness: 82 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,3,0.8235294117647058,0,1,2,5,afternoon,Friday,0
5738,67.34,Good,MQI: 67.3 (Good) | Competitiveness: 59 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,61.53846153846154,100,15.0,1.0,0.3846153846153845,7,0.5882352941176471,0,1,11,4,morning,Saturday,1
5739,77.97,Good,MQI: 78.0 (Good) | Competitiveness: 71 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,5,0.7058823529411764,0,0,5,10,morning,Sunday,1
5740,69.72,Good,MQI: 69.7 (Good) | Competitiveness: 53 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,52.94117647058824,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,8,0.5294117647058824,0,1,4,12,evening,Monday,0
5741,92.83,Elite,MQI: 92.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,0,1.0,0,1,5,5,afternoon,Tuesday,0
5742,77.97,Good,MQI: 78.0 (Good) | Competitiveness: 71 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,5,0.7058823529411764,0,1,5,10,morning,Wednesday,0
5743,82.29,Elite,MQI: 82.3 (Elite) | Competitiveness: 88 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,76.92307692307692,100,40.0,0.6000000000000005,0.2307692307692309,2,0.8823529411764706,0,0,1,3,morning,Thursday,0
5744,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,0,8,9,afternoon,Friday,0
5745,74.58,Good,MQI: 74.6 (Good) | Competitiveness: 65 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,6,0.6470588235294117,0,0,5,11,night,Saturday,1
5746,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,0,3,5,night,Sunday,1
5747,92.43,Elite,MQI: 92.4 (Elite) | Competitiveness: 94 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Skill Balance,Skill Balance,94.11764705882352,84.6153846153846,100,85.0,0.4000000000000003,0.1538461538461539,1,0.9411764705882352,1,1,8,9,night,Monday,0
5748,93.28,Elite,MQI: 93.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,65.0,0.0,0.0,1,0.9411764705882352,0,0,5,4,afternoon,Tuesday,0
5749,72.2,Good,MQI: 72.2 (Good) | Competitiveness: 71 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,5,0.7058823529411764,0,0,2,7,night,Wednesday,0
5750,89.43,Elite,MQI: 89.4 (Elite) | Competitiveness: 94 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,84.6153846153846,100,65.0,0.4000000000000003,0.1538461538461539,1,0.9411764705882352,0,0,8,7,afternoon,Thursday,0
5751,92.83,Elite,MQI: 92.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,0,1.0,0,1,9,9,night,Friday,0
5752,77.52,Good,MQI: 77.5 (Good) | Competitiveness: 76 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,4,0.7647058823529411,0,0,8,4,afternoon,Saturday,1
5753,73.68,Good,MQI: 73.7 (Good) | Competitiveness: 76 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,4,0.7647058823529411,0,0,2,6,afternoon,Sunday,1
5754,91.42,Elite,MQI: 91.4 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Competitiveness,Competitiveness,82.35294117647058,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,1,0,10,7,afternoon,Monday,0
5755,70.73,Good,MQI: 70.7 (Good) | Competitiveness: 65 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,6,0.6470588235294117,0,1,14,8,night,Tuesday,0
5756,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,0,8,4,morning,Wednesday,0
5757,68.25,Good,MQI: 68.2 (Good) | Competitiveness: 47 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,9,0.4705882352941176,0,0,3,12,afternoon,Thursday,0
5758,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,4,0.7647058823529411,0,0,4,8,afternoon,Friday,0
5759,94.36,Elite,MQI: 94.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,1,1,5,4,night,Saturday,1
5760,79.44,Good,MQI: 79.4 (Good) | Competitiveness: 76 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,4,0.7647058823529411,0,1,6,2,afternoon,Sunday,1
5761,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,1,9,6,afternoon,Monday,0
5762,95.83,Elite,MQI: 95.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,0,1.0,1,1,7,7,night,Tuesday,0
5763,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,0,2,6,night,Wednesday,0
5764,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,1,5,2,evening,Thursday,0
5765,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,6,8,morning,Friday,0
5766,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,4,0.7647058823529411,0,0,8,4,evening,Saturday,1
5767,77.97,Good,MQI: 78.0 (Good) | Competitiveness: 71 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,5,0.7058823529411764,0,1,9,4,afternoon,Sunday,1
5768,88.47,Elite,MQI: 88.5 (Elite) | Competitiveness: 71 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Competitiveness,Competitiveness,70.58823529411764,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,5,0.7058823529411764,1,0,9,4,morning,Monday,0
5769,77.07,Good,MQI: 77.1 (Good) | Competitiveness: 82 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,3,0.8235294117647058,0,1,7,10,morning,Tuesday,0
5770,76.05,Good,MQI: 76.0 (Good) | Competitiveness: 71 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,5,0.7058823529411764,0,0,5,10,morning,Wednesday,0
5771,92.83,Elite,MQI: 92.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,0,1.0,0,0,4,4,afternoon,Thursday,0
5772,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,4,0.7647058823529411,0,0,3,7,night,Friday,0
5773,76.5,Good,MQI: 76.5 (Good) | Competitiveness: 65 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,6,0.6470588235294117,0,1,10,4,morning,Saturday,1
5774,93.28,Elite,MQI: 93.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,65.0,0.0,0.0,1,0.9411764705882352,0,0,8,9,morning,Sunday,1
5775,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,1,1,2,evening,Monday,0
5776,76.05,Good,MQI: 76.0 (Good) | Competitiveness: 71 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,5,0.7058823529411764,0,1,7,2,morning,Tuesday,0
5777,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,0,7,9,evening,Wednesday,0
5778,69.72,Good,MQI: 69.7 (Good) | Competitiveness: 53 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,52.94117647058824,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,8,0.5294117647058824,0,0,2,10,morning,Thursday,0
5779,73.68,Good,MQI: 73.7 (Good) | Competitiveness: 76 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,4,0.7647058823529411,0,1,8,4,morning,Friday,0
5780,87.51,Elite,MQI: 87.5 (Elite) | Competitiveness: 94 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,76.92307692307692,100,65.0,0.6000000000000005,0.2307692307692309,1,0.9411764705882352,0,0,5,6,afternoon,Saturday,1
5781,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,1,4,7,night,Sunday,1
5782,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,4,0.7647058823529411,0,0,12,8,morning,Monday,0
5783,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,4,0.7647058823529411,0,1,3,7,night,Tuesday,0
5784,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,0,4,6,afternoon,Wednesday,0
5785,77.97,Good,MQI: 78.0 (Good) | Competitiveness: 71 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,5,0.7058823529411764,0,0,5,10,afternoon,Thursday,0
5786,92.89,Elite,MQI: 92.9 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,1,1,8,6,night,Friday,0
5787,70.73,Good,MQI: 70.7 (Good) | Competitiveness: 65 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,6,0.6470588235294117,0,1,10,4,evening,Saturday,1
5788,67.34,Good,MQI: 67.3 (Good) | Competitiveness: 59 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,61.53846153846154,100,15.0,1.0,0.3846153846153845,7,0.5882352941176471,0,0,5,12,morning,Sunday,1
5789,73.11,Good,MQI: 73.1 (Good) | Competitiveness: 59 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,7,0.5882352941176471,0,0,1,8,night,Monday,0
5790,77.07,Good,MQI: 77.1 (Good) | Competitiveness: 82 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,3,0.8235294117647058,0,1,5,2,morning,Tuesday,0
